name,ra,dec,pmra,pmdec,mag,alias
alf Cet,45.569887,4.089739,-10.41,-76.85,2.53,Menkar
93 Cet,45.593825,4.352886,16.641,6.302,5.607,
tau03 Eri,45.597914,-23.624472,-147.851,-55.251,4.09,
51 Ari,45.608443,26.609239,233.067,-168.452,6.62,
rho02 Eri,45.6762,-7.685477,43.205,-1.727,5.336,
mu. Hor,45.903411,-59.737774,-73.668,-63.504,5.122,
rho03 Eri,46.06882,-7.600855,67.468,17.723,5.3,
gam Per,46.199128,53.506436,0.51,-5.92,2.93,
rho Per,46.294141,38.840276,129.22,-105.7,3.39,Gorgonea Tertia
52 Ari,46.3612,25.255174,1.44,-10.26,5.47,
k Per,46.385048,56.705719,-12.96,69.781,4.766,
53 Ari,46.856971,17.879991,-23.733,8.08,6.117,
54 Ari,47.087955,18.795052,37.941,-14.278,6.25,
iot Per,47.266747,49.613278,1262.193,-91.083,4.05,
kap Per,47.374182,44.857458,165.691,-138.559,3.81,Misam
55 Ari,47.403087,29.077082,20.368,-12.531,5.74,
ome Per,47.822425,39.611581,-24.565,4.419,4.607,Gorgonea Quarta
del Ari,47.90736,19.726673,153.871,-5.586,4.37,Botein
alf For,48.018874,-28.987622,359.565,619.186,3.98,Dalim
56 Ari,48.059359,27.256968,11.899,-18.294,5.76,
EL Cet,48.109849,6.660886,-8.4,-0.756,5.568,
94 Cet,48.193485,-1.196099,193.549,-68.888,5.07,
zet Ari,48.72541,21.044447,-26.276,-73.782,4.869,
zet Eri,48.95844,-8.819732,-2.8,46.883,4.8,Zibal
iot Hyi,48.990274,-77.388454,113.658,62.375,5.506,
14 Eri,49.14894,-9.154603,16.355,38.033,6.143,
zet01 Ret,49.442347,-62.57532,1337.53,649.84,5.54,
30 Per,49.447304,44.025022,27.233,-24.503,5.476,
zet02 Ret,49.553412,-62.506362,1331.027,647.725,5.228,
15 Eri,49.592125,-22.511104,5.728,8.968,4.875,
95 Cet,49.593443,-0.930287,249.597,-60.707,5.62,
29 Per,49.657257,50.222176,23.008,-24.435,5.157,
31 Per,49.78183,50.094969,22.756,-24.446,5.032,
kap01 Cet,49.840402,3.370198,269.298,93.957,4.85,
tau04 Eri,49.879169,-21.757865,52.774,32.718,3.7,
e Eri,49.981879,-43.069782,3035.017,726.964,4.27,
59 Ari,49.982482,27.07113,-26.072,-72.952,5.918,
60 Ari,50.106533,25.662756,12.324,-83.134,6.127,
kap02 Cet,50.278346,3.675622,55.161,-24.383,5.69,
tau01 Ari,50.306769,21.147066,25.651,-19.85,5.355,
l Per,50.360661,43.329651,-61.008,-0.964,4.946,
62 Ari,50.549556,27.607554,5.939,-14.386,5.52,
63 Ari,50.688505,20.742067,-53.633,-14.447,5.13,
64 Ari,51.07699,24.724096,13.166,-49.556,5.503,
65 Ari,51.108815,20.80349,0.883,-9.424,6.061,
omi Tau,51.203326,9.028869,-66.384,-74.413,3.6,
chi01 For,51.482675,-35.920885,36.77,-4.641,6.385,
ksi Tau,51.792252,9.732742,70.741,-43.156,3.75,
chi02 For,51.889255,-35.681326,77.064,5.989,5.702,
chi03 For,52.048021,-35.853427,36.387,-3.736,6.53,
66 Ari,52.110697,22.804009,0.833,-110.194,6.03,
34 Per,52.341872,49.508953,23.542,-29.923,4.735,
kap Ret,52.344489,-62.937529,382.538,373.589,4.71,
s Tau,52.601953,11.336439,-13.134,-16.446,5.124,
sig Per,52.643689,47.995216,3.954,18.968,4.36,
v Eri,52.654409,-5.075145,14.23,7.27,4.725,
f Tau,52.71824,12.936669,18.8,0.597,4.1,
36 Per,53.109413,46.056861,-53.125,-74.83,5.32,
t Tau,53.149764,9.37345,30.327,-48.036,5.757,
eps Eri,53.232685,-9.458261,-974.758,20.876,3.73,Ran
tau05 Eri,53.446982,-21.632884,44.746,-27.676,4.25,
7 Tau,53.610946,24.464397,5.24,-32.29,8.56,
20 Eri,54.072517,-17.467076,36.026,-7.362,5.23,
psi Per,54.122416,48.192633,22.55,-27.78,4.23,
10 Tau,54.218265,0.401664,-232.563,-481.472,4.3,
9 Tau,54.241774,23.211068,-14.182,-18.695,6.73,
y Eri,54.273658,-40.27466,-12.532,-9.929,4.58,
tau For,54.69863,-27.943053,21.165,26.279,6.01,
21 Eri,54.754652,-5.626213,-15.664,-208.732,5.96,
12 Tau,54.963008,3.056866,-37.243,8.864,5.555,
22 Eri,55.159721,-5.21071,0.494,-5.442,5.53,
11 Tau,55.192957,25.329488,9.774,-15.562,6.102,
del For,55.562094,-31.938362,4.815,13.836,4.973,
13 Tau,55.578948,19.700255,4.457,-13.021,5.69,
o Per,55.594356,33.965025,2.71,-5.91,4.972,
h Eri,55.708562,-37.313517,-91.264,-70.315,4.583,
del Per,55.731267,47.787548,25.58,-43.06,3.01,
del Eri,55.812085,-9.763392,-93.634,744.36,3.54,Rana
14 Tau,55.946723,19.665035,116.427,-55.474,6.14,
bet Ret,56.049922,-64.806914,311.534,83.557,3.833,
omi Per,56.079717,32.288248,8.18,-10.43,3.83,Atik
24 Eri,56.127127,-1.163091,3.724,-5.619,5.25,
16 Tau,56.200895,24.289468,19.849,-44.966,5.46,Celaeno/Celeno
17 Tau,56.218903,24.113336,20.84,-46.06,3.7,Electra
25 Eri,56.235405,-0.296721,58.848,-1.975,5.553,
18 Tau,56.290584,24.839262,20.218,-46.124,5.64,
nu. Per,56.298467,42.578551,-14.45,2.53,3.8,
q Tau,56.302065,24.46728,21.24,-40.56,4.3,Taygeta/Taygete
u Tau,56.418512,6.049997,21.878,-13.646,5.337,
20 Tau,56.456694,24.367746,20.95,-45.98,3.87,Maia
21 Tau,56.476985,24.55451,20.331,-46.022,5.76,Asterope
22 Tau,56.512085,24.527897,19.582,-44.878,6.421,
pi. Eri,56.535563,-12.101588,56.125,59.445,4.42,
23 Tau,56.581557,23.948356,21.13,-43.65,4.18,Merope
sig For,56.614285,-29.338158,6.798,3.842,5.904,
tau06 Eri,56.71203,-23.249723,-159.92,-529.646,4.2,
gam Hyi,56.809752,-74.238963,50.799,114.791,3.26,
eta Tau,56.871152,24.105136,19.34,-43.67,2.87,Alcyone
tau07 Eri,56.915208,-23.874677,47.218,48.519,5.235,
rho For,56.983501,-30.167883,25.932,-231.4,5.54,
e Tau,57.067778,11.143299,23.848,-23.09,5.07,
f Eri B,57.147823,-37.622003,63.372,-8.121,5.25,
26 Tau,57.237258,23.857132,48.077,-57.903,6.464,
27 Tau,57.290594,24.053417,17.7,-44.18,3.63,Atlas
28 Tau,57.296735,24.13671,19.496,-47.65,5.09,Pleione
g Eri,57.363526,-36.200257,-45.547,-49.503,4.17,
n Per,57.386182,33.091364,-19.334,7.638,5.11,
gam Cam,57.589622,71.332266,18.435,-41.956,4.604,
31 Tau,58.000955,6.534905,7.56,-3.983,5.66,
30 Eri,58.173536,-5.361227,2.942,-11.97,5.475,
i Eri,58.41228,-34.732297,31.797,-1.902,5.092,
tau08 Eri,58.427926,-24.612228,30.202,-6.579,4.623,
zet Per,58.53301,31.883634,5.77,-9.92,2.85,
32 Eri B,58.572528,-2.952866,26.878,1.007,6.09,
X Per,58.846157,31.045844,-1.282,-1.869,6.72,
43 Per,59.152167,50.695376,92.334,-129.655,5.28,
32 Tau,59.216988,22.477973,70.674,-114.026,5.617,
33 Tau,59.265863,23.175542,6.578,-9.864,6.038,
eps Per,59.463467,40.010215,14.06,-23.78,2.89,
gam Eri,59.507357,-13.508515,62.227,-112.006,2.94,Zaurak
del Ret,59.686456,-61.400185,9.8,-14.3,4.57,
ksi Per,59.741259,35.791031,3.62,1.74,4.06,Menkhib/Menkib
tau09 Eri,59.981182,-24.016216,11.786,16.74,4.66,
lam Tau,60.170065,12.49034,-8.02,-14.42,3.41,
gam Ret,60.224202,-62.159285,3.03,34.67,4.5,
iot Ret,60.325629,-61.078823,66.672,94.675,4.956,
35 Eri,60.38353,-1.549659,28.479,-15.863,5.28,
nu. Tau,60.78908,5.989301,5.192,-3.873,3.883,
40 Tau,60.935852,5.435618,1.271,-7.216,5.33,
36 Tau,61.090285,24.106018,2.368,-15.323,5.512,
37 Tau,61.173803,22.081929,93.067,-58.496,4.37,
39 Tau,61.334408,22.008905,172.212,-130.609,5.9,
lam Per,61.646015,50.351264,-12.75,-35.6,4.29,
41 Tau,61.651719,27.5999,21.153,-51.792,5.172,
psi Tau,61.751904,29.001308,-91.661,8.096,5.2,
49 Per,62.06412,37.727496,-98.887,-195.897,6.07,
50 Per,62.152571,38.039738,164.829,-201.403,5.52,
c Per,62.165384,47.712512,21.73,-33.61,4.03,
ome01 Tau,62.291525,19.609217,105.778,-31.727,5.504,
37 Eri,62.593832,-6.923852,0.1,-11.688,5.442,
p Tau,62.707753,26.480954,-30.919,-35.105,5.387,
del Hor,62.710711,-41.993642,200.926,78.932,4.93,
45 Tau,62.834509,5.523052,147.926,6.794,5.699,
omi01 Eri,62.966412,-6.837579,10.233,81.858,4.026,Beid
46 Tau,63.387877,7.716116,11.072,-9.667,5.29,
47 Tau,63.484937,9.263826,-10.31,-30.01,4.84,
alf Hor,63.500476,-42.294368,41.992,-203.157,3.86,
39 Eri,63.598699,-10.256283,-8.047,-162.274,4.9,
alf Ret,63.606125,-62.473803,45.069,42.948,3.36,
f Per,63.722218,40.48364,-1,-24.451,4.691,
mu. Per,63.724427,48.409331,5.52,-17.37,4.16,
omi02 Eri,63.817998,-7.652869,-2240.085,-3421.809,4.43,Keid
mu. Tau,63.88357,8.892359,20.881,-22.789,4.279,
48 Tau,63.942852,15.400696,115.597,-21.521,6.3,
gam Dor,64.006611,-51.486648,100.502,184.18,4.2,
eps Ret,64.12095,-59.302154,-47.785,-167.806,4.44,
ome02 Tau,64.315255,20.578597,-40.375,-59.486,4.914,
tet Ret,64.4178,-63.255406,5.26,35.26,5.88,
ups04 Eri,64.473593,-33.798349,62.52,-7.24,3.56,
del Men,64.496957,-80.214032,28.012,61.923,5.68,
b Per,64.560922,50.295493,41.798,-53.997,4.594,
51 Tau,64.596712,21.579219,89.595,-16.328,5.631,
53 Tau,64.85874,21.142305,28.816,-42.876,5.482,
56 Tau,64.902937,21.773491,28.558,-41.394,5.346,
gam Tau,64.94835,15.627642,116.247,-23.368,3.65,Prima Hyadum
55 Tau,64.978586,16.522562,106.063,-32.654,6.853,
h Tau,64.990435,14.035203,115.369,-18.825,5.568,
b02 Per,65.047969,50.920935,0.044,-6.166,5.545,
phi Tau,65.0884,27.350752,-27.923,-77.134,4.951,
54 Per,65.102658,34.566726,-24.314,-7.053,4.929,
58 Tau,65.151293,15.095453,108.443,-21.171,5.242,
d Eri,65.178475,-7.592496,3.54,-2.298,5.838,
nu. Men,65.241967,-81.579922,10.182,125.469,5.764,
d Per,65.388192,46.498879,21.659,-35.177,4.812,
eta Ret,65.47219,-63.386391,85.705,176.113,5.24,
60 Tau,65.514659,14.077198,113.774,-21.321,5.71,
chi Tau,65.645599,25.629316,20.802,-17.039,5.378,
del Tau,65.73373,17.542514,106.212,-27.692,3.76,Secunda Hyadum
63 Tau,65.854433,16.777264,106.971,-26.247,5.625,
ksi Eri,65.920217,-3.745468,-48.723,-55.757,5.165,
r Tau,65.96594,9.46097,-20.32,-5.32,5.098,
62 Tau,65.999011,24.30098,4.976,-8.516,6.337,
43 Eri,66.009193,-34.016849,67.572,48.489,3.96,Beemim
del02 Tau,66.024006,17.444131,110.58,-32.809,4.8,
55 Per,66.12148,34.130758,21.251,-34.168,5.718,
56 Per,66.156098,33.959689,56.28,-82.26,5.792,
kap01 Tau,66.342352,22.293871,104.355,-44.436,4.201,
kap02 Tau,66.35423,22.199999,112.371,-46.639,5.264,
del03 Tau,66.372436,17.927906,107.316,-31,4.298,
70 Tau,66.40551,15.941023,102.95,-26.026,6.439,
ups Tau,66.57693,22.81358,107.95,-46.119,4.282,
71 Tau,66.586545,15.618301,87.435,-20.978,4.48,
pi. Tau,66.651548,14.713782,-8.802,-30.335,4.69,
72 Tau,66.822712,22.996327,-1.409,-13.722,5.514,
76 Tau,67.097532,14.740959,96.553,-15.772,5.892,
75 Tau,67.109875,16.359675,9.504,18.501,4.969,
44 Eri,67.133837,1.380825,20.236,-20.406,5.532,
tet01 Tau,67.143741,15.962284,106.133,-58.129,3.84,
eps Tau,67.154167,19.180434,107.526,-36.2,3.53,Ain
tet02 Tau,67.16559,15.870874,106.148,-20.294,3.41,Chamukuy
b Tau,67.209015,13.047602,104.066,-14.9,5.014,
80 Tau,67.535824,15.637839,107.32,-24.52,5.552,
83 Tau,67.655679,13.724402,106.565,-19.249,5.395,
81 Tau,67.662038,15.691878,103.488,-24.354,5.454,
del Cae,67.708749,-44.95375,1.683,-3.139,5.059,
84 Tau,67.77996,15.105037,41.748,-52.118,6.303,
85 Tau,67.965662,15.851624,99.496,-34.33,5.998,
45 Eri,67.969452,-0.044011,-1.469,-7.681,4.896,
1 Cam,68.007676,53.910846,-1.29,-0.17,5.772,
m Per,68.353762,43.063893,5.37,5.311,6.078,
ups01 Eri,68.377301,-29.766492,-114.74,-272.059,4.51,
rho Tau,68.462157,14.844428,103.083,-24.427,4.65,
46 Eri,68.478032,-6.738912,-3.79,-5.993,5.72,
alf Dor,68.499071,-55.044979,57.75,10.93,3.28,
47 Eri,68.548452,-8.231351,-22.876,4.14,5.188,
ups02 Eri,68.887658,-30.562342,-49.422,-12.543,3.82,Theemin
88 Tau,68.913609,10.160753,47.937,-31.407,4.25,
nu. Eri,69.079756,-3.35246,1.53,-5.01,3.928,
58 Per,69.172625,41.264811,-4.56,-17.84,4.26,
R Dor,69.189963,-62.077166,-69.36,-75.78,5.4,
49 Eri,69.306975,0.998313,-3.87,-5.69,5.315,
51 Eri,69.400553,-2.473549,44.049,-64.028,5.209,
89 Tau,69.539336,16.033256,84.967,-8.794,5.776,
c Tau,69.539424,12.510837,104.695,-14.861,4.27,
l Eri,69.545098,-14.304028,-79.531,-153.335,3.87,Sceptrum
sig01 Tau,69.78843,15.799836,35.477,-63.675,5.076,
sig02 Tau,69.818759,15.917975,81.926,-20.195,4.665,
3 Cam,69.977837,53.079535,-5.197,-16.099,5.073,
2 Cam,69.991929,53.472912,43.603,-78.107,5.36,
93 Tau,70.01425,12.197613,-0.058,-12.345,5.445,
54 Eri,70.110464,-19.671492,24.625,-93.608,4.3,
alf Cae,70.140469,-41.863751,-139.843,-75.677,4.45,
bet Cae,70.514509,-37.14433,42.561,212.705,5.05,
tau Tau,70.561247,22.956903,3.181,-17.028,4.258,
lam Pic,70.693432,-50.481335,-36.013,34.684,5.298,
59 Per,70.726402,43.36512,33.242,-47.64,5.298,
mu. Men,70.766517,-70.931026,9.821,34.453,5.511,
95 Tau,70.807318,24.088917,14.157,-19.279,6.151,
55 Eri B,70.894776,-8.794313,31.337,-27.51,6.73,
lam Cae,70.934467,-41.064786,10.95,11.04,6.218,
56 Eri,71.02217,-8.50357,4.367,1.864,5.81,
kap Dor,71.088243,-59.732738,23.86,39.974,5.282,
mu. Eri,71.375626,-3.25466,15.94,-14.52,4,
58 Eri,71.901215,-16.934456,130.264,169.338,5.5,
zet Cae,71.956571,-30.020372,28.747,92.712,6.346,
4 Cam,72.001137,56.757177,52.892,-140.618,5.275,
59 Eri,72.135557,-16.329486,8.268,39.096,5.755,
96 Tau,72.433674,15.904219,4.879,-7.266,6.11,
pi.03 Ori,72.460045,6.961274,464.06,11.21,3.19,Tabit
1 Aur,72.477664,37.488276,-36.89,38.85,4.867,
60 Eri,72.5484,-16.21716,45.851,52.385,5.028,
nu. Cae,72.567418,-41.320849,-3.846,66.09,6.055,
pi.02 Ori,72.65301,8.900181,1.514,-29.451,4.35,
iot Pic A,72.73054,-53.461536,-100.273,85.659,5.57,
iot Pic B,72.735405,-53.459699,-80.122,85.816,6.19,
pi.04 Ori,72.80152,5.605103,-2.21,0.85,3.68,
i Tau,72.843598,18.839857,82.319,-35.743,5.085,
omi Ori,73.133177,14.250642,1.422,-54.863,4.721,
2 Aur,73.158251,36.703188,-25.273,-3.715,4.779,
ome Eri,73.223622,-5.452696,-18.725,25.159,4.4,
5 Ori,73.344886,2.508225,29.71,-16.41,5.324,
alf Cam,73.512543,66.342677,-0.13,6.89,4.29,
pi.05 Ori,73.562904,2.440671,0.561,1.34,3.73,
g Ori,73.695396,11.425983,-6.141,17.895,5.184,
pi.01 Ori,73.723867,10.150834,40.783,-128.345,4.648,
5 Cam,73.763045,55.259127,-13.821,-11.766,5.52,
eta Men,73.796675,-74.936853,27.434,61.285,5.449,
R Eri,73.827741,-16.417771,13.468,46.312,5.715,
omi02 Ori,74.092816,13.514469,-74.408,-44.909,4.06,
b Eri,74.100778,-5.171357,-6.395,-1.809,5.482,
iot Aur,74.248417,33.166094,3.817,-17.786,2.69,Hassaleh
7 Cam,74.32165,53.752101,-24.51,7.71,4.433,
99 Tau,74.45269,23.948568,4.391,-15.012,5.806,
k Tau,74.539133,25.050407,25.099,-47.413,5.785,
pi.06 Ori,74.637092,1.714013,-0.589,-6.482,4.459,
ksi Men,74.712362,-82.470516,-4.585,2.973,5.828,
ome Aur,74.814205,37.890245,45.34,-97.647,5,
101 Tau,74.934675,15.916732,85.068,-29.655,6.747,
8 Cam,74.943034,53.155452,-13.458,-10.816,6.083,
63 Eri,74.960223,-10.26331,23.816,-134.343,5.39,
64 Eri,74.982236,-12.537417,39.894,-87.358,4.77,
5 Aur,75.076415,39.394705,-10.609,-2.561,5.97,
6 Aur,75.096728,39.654654,0.818,-2.79,6.48,
psi Eri,75.359775,-7.173963,1.71,6.29,4.81,
eps Aur,75.492226,43.82331,0.883,-3.065,2.99,Almaaz
zet Aur,75.61953,41.075839,9.45,-20.71,3.75,Saclateni
bet Men,75.679158,-71.314299,-4.233,10.85,5.294,
1 Lep,75.687412,-22.795053,66.661,16.114,5.738,
eta01 Pic,75.702858,-49.151406,-43.985,27.519,5.372,
iot Tau,75.773944,21.589961,67.391,-40.958,4.615,
bet Cam,75.85454,60.442247,-6.5,-14.15,4.02,
gam Cae,76.101675,-35.482975,125.972,-42.909,4.574,
gam02 Cae,76.108987,-35.705106,28.361,40.338,6.31,
11 Ori,76.142288,15.404105,17.8,-31.15,4.661,
eta02 Pic,76.241726,-49.577834,68.621,-2.21,5.01,
W Ori,76.348829,1.177626,8.533,-3.68,6.1,
eps Lep,76.365268,-22.371034,24.049,-74.951,3.18,
zet Dor,76.377732,-57.472704,-31.903,117.94,4.708,
11 Cam,76.53522,58.972373,-6.264,-7.118,5.08,
12 Cam,76.550573,59.021339,-3.048,-26.523,6.13,
eta Aur,76.628725,41.234476,29.771,-68.325,3.18,Haedus
9 Aur,76.669294,51.597722,-28.557,-171.822,4.98,
66 Eri,76.69022,-4.655167,9.31,-0.519,5.12,
m Tau,76.862523,18.64505,534.674,18.449,4.91,
13 Ori,76.909639,9.47178,-5.179,-381.919,6.15,
l Tau,76.951665,20.418376,-46.286,-32.046,5.28,
bet Eri,76.962395,-5.086497,-88.481,-70.497,2.79,Cursa
i Ori,76.97039,8.49845,30.354,-57.042,5.33,
105 Tau,76.980979,21.704819,0.396,-6.606,5.92,
103 Tau,77.027593,24.265174,0.765,-5.245,5.5,
68 Eri,77.182078,-4.456208,54.278,16.252,5.119,
lam Eri,77.286596,-8.754081,0.25,-1.97,4.27,
h Ori,77.331847,9.829584,60.769,-7.443,5.43,
15 Ori,77.424821,15.597213,4.185,-7.263,4.82,
iot Lep,78.074591,-11.869218,24.39,-31.02,4.45,
mu. Lep,78.232929,-16.205463,42.803,-16.017,3.29,
kap Lep,78.307821,-12.941292,-12.414,-1.352,4.44,
rho Ori,78.322831,2.861239,6.014,3.7,4.48,
mu. Aur,78.357175,38.484499,-20.673,-75.488,4.821,
14 Cam,78.380187,62.691132,-36.573,1.219,6.477,
tet Dor,78.439399,-67.185258,18.485,38.123,4.801,
14 Aur,78.851642,32.6876,-25.256,12.339,5,
108 Tau,78.865228,22.284856,-7.827,-7.911,6.27,
18 Ori,79.017227,11.341355,-7.928,-6.012,5.515,
AE Aur,79.075622,34.312318,-4.747,43.538,5.96,
omi Col,79.371203,-34.895201,96.167,-339.569,4.83,
tau Ori,79.401619,-6.844408,-17.61,-9.24,3.59,
16 Aur,79.544065,33.371602,28.505,-158.421,4.54,
17 Aur,79.578733,33.767366,15.254,-29.225,6.144,
lam Aur,79.785314,40.099051,520.569,-664.488,4.71,
21 Ori,79.79675,2.5958,-17.16,-45.512,5.325,
n Tau,79.819192,22.096506,11.173,-75.077,4.948,
zet Pic,79.842229,-50.605967,23.314,227.768,5.45,
18 Aur,79.848973,33.985388,28.281,-12.175,6.489,
15 Cam,79.86608,58.117365,5.854,-18.517,6.125,
lam Lep,79.89385,-13.176789,-3.3,-4.91,4.29,
nu. Lep,79.99593,-12.315586,-12.675,7.536,5.284,
19 Aur,80.003837,33.958054,-0.264,-3.415,5.03,
o Ori,80.440614,-0.382467,-0.077,1.563,4.74,
rho Aur,80.451735,41.804572,15.053,-37.695,5.207,
kap Pic,80.592278,-56.134399,-5.86,22.64,6.086,
23 Ori,80.70835,3.544459,-1.802,-3.476,5,
22 Aur,80.845302,28.936761,16.181,-32.063,6.46,
16 Cam,80.866011,57.544399,15.017,-54.469,5.25,
8 Lep,80.87565,-13.927353,0.401,-1.038,5.229,
110 Tau,80.90712,16.699266,-23.875,-12.939,6.096,
e Ori,80.986782,-7.808063,-14.339,-43.715,4.12,
111 Tau,81.106097,17.383535,250.483,-7.156,5,
eta Ori,81.119236,-2.397147,-0.71,-3.46,3.35,
p Ori,81.120404,-0.891335,-3.552,135.626,5.072,
sig Aur,81.163089,37.385349,-0.564,-10.953,4.996,
psi01 Ori,81.18678,1.846445,1.047,0.433,4.96,
tet Pic,81.192867,-52.316245,-4,-27.71,6.23,
113 Tau,81.523842,16.700159,-0.116,-5.498,6.23,
lam Dor,81.580274,-58.912518,-9.792,33.35,5.129,
psi02 Ori,81.709289,3.095673,1.031,-1.019,4.611,
115 Tau,81.792061,17.962211,6.356,-18.685,5.404,
o Tau,81.908683,21.936965,0.05,-7.06,4.868,
phi Aur,81.912016,34.475879,-1.05,-38.934,5.059,
116 Tau,81.940033,15.87405,4.458,-21.757,5.515,
117 Tau,82.006708,17.23913,15.865,-45.656,5.758,
bet Lep,82.061345,-20.759444,-5.748,-83.65,2.84,Nihal
118 Tau,82.31875,25.150216,11.48,-37.2,5.48,
31 Ori,82.433258,-1.092238,0.754,-25.459,4.71,
17 Cam,82.542513,63.067219,-5.602,-4.754,5.407,
31 Men,82.557845,-84.785101,-6.242,43.141,6.186,
CK Ori,82.583014,4.204795,17.286,-25.095,6.202,
32 Ori,82.696045,5.948137,5.1,-33.3,4.2,
10 Lep,82.781782,-20.863658,6.635,-42.328,5.525,
eps Col,82.803114,-35.470506,27.627,-32.416,3.87,
n01 Ori,82.810549,3.292131,-0.22,-1.5,5.46,
gam Men,82.970219,-76.340902,135.924,266.877,5.2,
ups Ori,82.98275,-7.301538,-0.1,-4.87,4.63,
119 Tau,83.053135,18.594234,1.86,-4.48,4.33,
18 Cam,83.140835,57.221071,110.898,-224.728,6.44,
chi Aur,83.181976,32.192022,-0.812,-3.15,4.79,
alf Lep,83.182567,-17.822289,3.56,1.18,2.57,Arneb
G Dor,83.24819,-64.227515,45.741,-3.051,5.341,
VV Ori,83.381027,-1.156072,-1.088,-1.183,5.34,
120 Tau,83.381793,18.54023,0.746,-0.005,5.69,
bet Dor,83.406316,-62.489827,-0.611,12.95,3.76,
35 Ori,83.476177,14.305568,-0.327,-4.573,5.593,
38 Ori,83.569889,3.766906,-24.785,-17.721,5.326,
phi01 Ori,83.705158,9.48958,0.27,-2.26,4.41,lambda Ori X-5
lam Ori A,83.784483,9.934164,2.896,-3.183,3.47,lambda Ori X-3
tet01 Ori A,83.815939,-5.387315,1.355,0.25,6.73,
tet01 Ori C,83.818609,-5.3897,2.262,0.994,5.13,
tet01 Ori D,83.821906,-5.387936,1.822,0.393,6.7,
tet02 Ori A,83.845422,-5.416064,1.089,2.394,6.39,
c Ori,83.846519,-4.83835,-4.124,-1.974,4.59,
iot Ori,83.858258,-5.909901,1.42,-0.46,2.77,Hatysa
121 Tau,83.863043,24.03959,15.52,-19.67,5.38,
iot Men,83.900744,-78.820869,5.547,25.71,6.033,
45 Ori,83.914517,-4.856066,-2.113,8.501,5.234,
phi02 Ori,84.226619,9.290671,98.301,-305.022,4.09,
122 Tau,84.265565,17.040327,42.771,-33.508,5.525,
pi. Men,84.291195,-80.469121,310.909,1049.06,5.67,
19 Cam,84.312778,64.154688,1.832,-65.11,6.179,
nu.01 Col,84.318762,-27.871454,-3.738,-32.79,6.14,
zet Tau,84.411189,21.142544,1.78,-20.07,3.03,Tianguan
nu.02 Col,84.435907,-28.68969,-37.777,42.393,5.31,
26 Aur,84.658687,30.492418,-21.32,-10.1,5.406,
sig Ori,84.686522,-2.600079,4.6,-0.4,3.79,
d Ori,84.72118,-7.21283,-15.402,-49.302,4.8,
22 Cam,84.772522,56.360044,9.945,-132.059,7.05,
ome Ori,84.796443,4.121466,0.84,0,4.59,
alf Col,84.912254,-34.074109,1.58,-24.82,2.65,Phact
125 Tau,84.93417,25.897094,12.404,-22.558,5.166,
126 Tau,85.323823,16.534146,3.5,-15.47,4.836,
12 Lep,85.558161,-22.373714,0.726,9.448,5.89,
b Ori,85.619301,1.474629,-54.59,-14.371,4.9,
24 Cam,85.756975,56.581523,15.514,28.815,6.045,
23 Cam,86.035193,61.476535,-11.514,0.762,6.161,
gam Lep,86.115794,-22.448385,-291.757,-368.521,3.6,
del Dor,86.193208,-65.735498,-29.111,4.966,4.36,
omi Aur,86.475175,49.826271,-11.087,3.703,5.46,
mu. Col,86.499562,-32.306434,3.271,-22.176,5.18,
26 Cam,86.626624,56.115576,19.542,-58.818,5.927,
129 Tau,86.68957,15.822495,5.277,-3.901,5.994,
28 Cam,86.727523,56.923923,9.584,-24.305,6.79,
zet Lep,86.73892,-14.82195,-14.54,-1.07,3.525,
131 Tau,86.804807,14.488324,6.55,-41.17,5.721,
bet Pic,86.821198,-51.066511,4.65,83.1,3.86,
130 Tau,86.859148,17.729142,-3,-4.339,5.455,
133 Tau,86.928781,13.899596,4.96,-11.489,5.29,
lam Men,86.950555,-72.702251,-7.013,24.452,6.528,
52 Ori,87.000974,6.454151,1.694,-23.506,5.26,
132 Tau,87.254045,24.567461,-13.211,-13.716,4.873,
tau Aur,87.29349,39.181072,-28.265,-25.064,4.5,
134 Tau,87.38721,12.651322,-21.764,-18.546,4.875,
gam Pic,87.456917,-56.166666,82.364,-72.852,4.494,
eps Dor,87.473004,-66.901188,-21.81,17.32,5.11,
kap Men,87.56994,-79.361361,-4.815,66.518,5.451,
135 Tau,87.620452,14.305607,8.707,-37.686,5.52,
29 Cam,87.641138,56.918938,-19.646,-3.959,6.59,
bet Col,87.739967,-35.76831,54.77,404.2,3.12,Wazn
ups Aur,87.760155,37.305569,36.426,-45.606,4.74,
del Lep,87.8304,-20.879092,229.027,-647.93,3.85,
55 Ori,87.841598,-7.518003,0.04,-0.663,5.341,
nu. Aur,87.872372,39.148524,7.958,0.713,3.95,
30 Cam,88.071893,58.964088,-0.939,-20.732,6.132,
137 Tau,88.092881,14.171786,-17.806,-3.153,5.586,
56 Ori,88.11016,1.855138,-6.89,-7.973,4.75,
lam Col,88.278673,-33.801363,-4.095,31.125,4.87,
136 Tau,88.331858,27.61226,3.72,-10.11,4.552,
36 Dor,88.525227,-63.08978,148.129,550.143,4.66,
chi01 Ori,88.595762,20.276173,-162.54,-99.51,4.4,
ksi Aur,88.711529,55.706967,-7.049,12.959,4.96,
57 Ori,88.736195,19.749618,-0.726,-5.7,5.894,
31 Cam,88.740942,59.888369,0.831,-17.625,5.2,
ksi Col,88.874645,-37.120683,34.59,-14.688,4.961,
